log_id,server_id,location,check_date,check_type,issue_detected,issue_category,cpu_usage,memory_usage,disk_usage,temp_abnormal_flag,uptime_days,auto_alert_triggered,fix_required,fix_duration_hours
CHK008954,SRV0254,15사단,2024-12-13 17:00:00,주간,1,없음,18.4,34.6,44.6,0,211,1,0,2.81
CHK008955,SRV0255,23사단,2024-11-18 14:00:00,주간,0,없음,19.7,17.9,34.0,1,177,0,1,0.71
CHK008956,SRV0256,22사단,2024-12-10 14:00:00,월간,0,CPU과부하,35.9,41.7,27.6,0,63,1,0,3.56
CHK008957,SRV0257,15사단,2024-11-29 23:00:00,일간,0,전력,31.9,20.0,15.8,0,115,1,1,0.48
CHK008958,SRV0258,16사단,2024-09-03 09:00:00,일간,0,전력,16.6,28.2,40.3,1,349,0,0,4.13
CHK008959,SRV0259,17사단,2024-09-29 17:00:00,월간,0,전력,35.6,31.4,55.2,0,181,1,1,2.62
CHK008960,SRV0260,20사단,2024-07-26 07:00:00,월간,0,CPU과부하,37.4,45.0,19.5,1,90,0,1,2.25
CHK008961,SRV0261,기술지원대,2024-08-13 04:00:00,일간,0,CPU과부하,42.9,35.7,23.3,1,387,1,1,4.65
CHK008962,SRV0262,18사단,2024-12-08 07:00:00,주간,1,CPU과부하,10.8,20.7,15.1,1,105,1,0,3.0
CHK008963,SRV0263,19사단,2024-11-01 04:00:00,주간,0,없음,27.4,25.3,31.4,0,170,0,1,1.8
CHK008964,SRV0264,14사단,2024-11-04 16:00:00,주간,0,전력,31.9,63.4,28.2,1,188,0,1,1.35
CHK008965,SRV0265,18사단,2024-10-19 03:00:00,일간,0,CPU과부하,28.1,60.1,28.3,0,28,1,1,2.11
CHK008966,SRV0266,17사단,2024-09-15 16:00:00,주간,0,없음,13.8,27.0,33.8,0,312,0,0,3.5
CHK008967,SRV0267,25사단,2024-07-13 01:00:00,주간,0,전력,33.1,26.9,30.0,1,275,1,0,3.83
CHK008968,SRV0268,13사단,2024-09-26 03:00:00,월간,1,전력,46.9,46.9,15.6,0,249,1,0,2.76
CHK008969,SRV0269,정보통신대,2024-07-25 01:00:00,주간,1,전력,30.4,39.9,28.4,0,84,0,0,5.08
CHK008970,SRV0270,21사단,2024-11-17 18:00:00,일간,0,없음,15.3,37.0,26.2,1,167,0,1,5.51
CHK008971,SRV0271,19사단,2024-10-22 09:00:00,월간,0,없음,14.1,12.7,56.2,0,127,0,1,2.41
CHK008972,SRV0272,15사단,2024-08-06 10:00:00,주간,0,CPU과부하,19.4,27.9,31.4,1,173,1,1,5.56
CHK008973,SRV0273,20사단,2024-11-06 02:00:00,일간,0,CPU과부하,15.0,22.2,17.7,1,289,0,1,4.36
CHK008974,SRV0274,25사단,2024-12-24 14:00:00,주간,1,디스크,32.0,32.2,38.7,1,151,1,0,2.61
CHK008975,SRV0275,24사단,2024-12-21 23:00:00,주간,0,디스크,28.6,15.5,29.8,0,154,1,0,1.58
CHK008976,SRV0276,14사단,2024-10-19 15:00:00,일간,0,없음,23.5,33.0,47.1,1,218,1,1,4.63
CHK008977,SRV0277,12사단,2024-11-24 23:00:00,주간,0,디스크,15.8,18.4,25.6,0,134,1,0,4.02
CHK008978,SRV0278,22사단,2024-08-09 05:00:00,일간,1,디스크,16.7,32.6,14.0,0,275,1,1,1.79
CHK008979,SRV0279,11사단,2024-10-04 02:00:00,월간,0,디스크,46.0,21.2,29.3,1,250,0,0,2.74
CHK008980,SRV0280,15사단,2024-08-30 04:00:00,일간,0,CPU과부하,54.0,40.4,43.7,1,113,1,1,1.63
CHK008981,SRV0281,16사단,2024-08-06 11:00:00,월간,1,디스크,19.7,33.1,44.7,1,126,1,1,3.14
CHK008982,SRV0282,21사단,2024-11-16 09:00:00,월간,1,CPU과부하,29.1,27.8,29.3,0,258,1,0,2.62
CHK008983,SRV0283,18사단,2024-10-07 07:00:00,주간,1,CPU과부하,21.4,65.8,30.7,0,139,1,1,3.6
CHK008984,SRV0284,17사단,2024-07-08 22:00:00,일간,0,CPU과부하,17.5,38.3,30.3,1,158,0,0,4.17
CHK008985,SRV0285,14사단,2024-09-22 10:00:00,월간,0,디스크,14.0,23.7,12.5,0,170,0,1,5.95
CHK008986,SRV0286,16사단,2024-09-09 15:00:00,주간,0,없음,21.0,16.0,35.7,0,205,0,0,2.76
CHK008987,SRV0287,기술지원대,2024-11-18 09:00:00,주간,0,전력,30.2,33.7,13.5,0,45,1,1,2.82
CHK008988,SRV0288,25사단,2024-08-18 02:00:00,일간,0,전력,24.9,32.2,27.1,1,200,1,1,3.81
CHK008989,SRV0289,24사단,2024-07-07 10:00:00,주간,0,전력,17.3,25.4,26.5,1,111,0,0,2.46
CHK008990,SRV0290,22사단,2024-10-09 22:00:00,일간,1,없음,52.5,43.8,39.5,0,141,0,1,4.62
CHK008991,SRV0291,22사단,2024-08-20 14:00:00,주간,0,전력,18.8,32.2,25.4,0,92,1,0,4.0
CHK008992,SRV0292,기술지원대,2024-07-05 12:00:00,주간,0,CPU과부하,20.5,28.5,32.3,0,152,0,0,4.86
CHK008993,SRV0293,25사단,2024-08-11 04:00:00,일간,1,전력,27.8,41.0,41.2,0,246,1,0,1.42
CHK008994,SRV0294,23사단,2024-11-28 00:00:00,일간,0,전력,21.0,34.0,50.1,1,258,1,0,3.31
CHK008995,SRV0295,21사단,2024-09-12 17:00:00,일간,0,디스크,23.8,48.6,15.0,0,288,1,0,6.29
CHK008996,SRV0296,정보통신대,2024-08-23 07:00:00,월간,0,CPU과부하,25.2,25.4,28.2,0,321,0,0,2.57
CHK008997,SRV0297,25사단,2024-10-24 02:00:00,월간,0,CPU과부하,21.8,21.1,25.5,0,38,1,0,2.34
CHK008998,SRV0298,24사단,2024-09-21 18:00:00,주간,0,전력,25.7,23.9,26.9,0,51,0,1,4.1
CHK008999,SRV0299,20사단,2024-11-07 16:00:00,월간,1,디스크,27.4,38.3,34.6,1,162,0,0,3.14
CHK009000,SRV0300,22사단,2024-07-31 15:00:00,일간,0,디스크,30.6,23.5,31.0,1,121,0,1,2.3
CHK009001,SRV0001,기술지원대,2024-09-12 20:00:00,일간,0,없음,15.7,45.9,31.3,0,132,0,1,2.41
CHK009002,SRV0002,25사단,2024-07-03 02:00:00,일간,0,없음,16.2,46.4,40.6,0,33,1,0,1.82
CHK009003,SRV0003,20사단,2024-09-23 03:00:00,월간,0,전력,40.0,39.4,28.7,1,73,0,0,1.29
CHK009004,SRV0004,14사단,2024-09-02 21:00:00,월간,1,전력,34.5,50.8,18.3,0,87,0,0,1.83
CHK009005,SRV0005,19사단,2024-07-18 01:00:00,일간,0,없음,29.7,46.4,25.2,1,264,1,0,3.55
CHK009006,SRV0006,19사단,2024-08-25 05:00:00,일간,0,전력,40.2,50.4,25.1,1,238,1,1,2.22
CHK009007,SRV0007,21사단,2024-09-05 20:00:00,일간,0,디스크,23.5,16.4,17.6,1,69,1,0,3.21
CHK009008,SRV0008,21사단,2024-09-29 01:00:00,일간,0,전력,18.0,19.7,36.8,0,262,0,1,4.43
CHK009009,SRV0009,17사단,2024-09-05 16:00:00,주간,0,없음,29.6,43.9,27.4,0,101,1,0,3.64
CHK009010,SRV0010,20사단,2024-10-18 06:00:00,주간,0,전력,25.0,38.7,12.9,0,169,0,1,2.78
CHK009011,SRV0011,14사단,2024-12-13 07:00:00,주간,0,CPU과부하,13.4,24.5,39.7,1,255,1,1,3.87
CHK009012,SRV0012,15사단,2024-11-24 18:00:00,월간,1,CPU과부하,37.4,39.8,51.1,0,478,0,0,4.13
CHK009013,SRV0013,15사단,2024-11-10 04:00:00,월간,0,없음,26.9,26.4,58.5,1,91,0,1,1.53
CHK009014,SRV0014,21사단,2024-11-19 16:00:00,일간,1,CPU과부하,34.4,34.9,20.2,1,207,0,0,3.46
CHK009015,SRV0015,19사단,2024-09-02 15:00:00,월간,0,전력,8.6,33.6,42.4,0,132,0,0,3.18
CHK009016,SRV0016,기술지원대,2024-10-08 07:00:00,주간,0,없음,25.2,54.5,22.2,0,143,0,0,2.03
CHK009017,SRV0017,19사단,2024-12-10 20:00:00,일간,0,디스크,12.7,12.5,17.7,1,150,1,1,2.89
CHK009018,SRV0018,14사단,2024-07-05 22:00:00,주간,0,CPU과부하,33.3,45.8,10.9,0,63,0,1,3.13
CHK009019,SRV0019,12사단,2024-09-26 06:00:00,일간,0,없음,37.0,22.8,38.1,1,117,0,0,2.43
CHK009020,SRV0020,24사단,2024-11-04 17:00:00,주간,0,없음,29.8,20.8,22.6,0,156,0,0,1.2
CHK009021,SRV0021,13사단,2024-07-24 07:00:00,주간,0,전력,28.8,23.9,24.3,0,607,0,0,5.44
CHK009022,SRV0022,16사단,2024-10-15 13:00:00,월간,0,없음,18.5,22.6,39.0,1,274,0,1,1.99
CHK009023,SRV0023,21사단,2024-08-19 12:00:00,월간,0,CPU과부하,21.1,25.5,20.9,1,107,1,0,3.75
CHK009024,SRV0024,22사단,2024-08-27 00:00:00,일간,0,CPU과부하,14.6,25.2,35.6,1,220,1,1,3.75
CHK009025,SRV0025,15사단,2024-12-18 06:00:00,일간,1,CPU과부하,17.0,38.0,31.9,1,141,1,1,4.25
CHK009026,SRV0026,19사단,2024-11-15 01:00:00,일간,1,없음,19.7,68.3,16.6,0,309,0,0,1.89
CHK009027,SRV0027,13사단,2024-09-01 15:00:00,월간,1,전력,16.3,12.5,36.5,1,24,1,0,1.17
CHK009028,SRV0028,19사단,2024-08-06 15:00:00,월간,0,디스크,17.2,30.0,30.9,1,188,1,0,4.36
CHK009029,SRV0029,14사단,2024-09-25 15:00:00,주간,0,전력,44.8,29.3,28.0,0,31,1,0,2.37
CHK009030,SRV0030,정보통신대,2024-07-27 14:00:00,월간,0,전력,15.1,37.1,49.4,0,184,1,0,3.92
CHK009031,SRV0031,정보통신대,2024-09-02 00:00:00,월간,0,없음,32.2,33.9,33.3,0,245,1,0,2.53
CHK009032,SRV0032,12사단,2024-12-07 08:00:00,주간,0,전력,27.3,28.6,24.0,1,219,1,1,1.44
CHK009033,SRV0033,19사단,2024-07-11 04:00:00,월간,1,디스크,16.8,51.7,24.6,0,64,1,0,5.03
CHK009034,SRV0034,19사단,2024-09-08 07:00:00,주간,0,전력,30.2,30.2,29.1,1,268,0,1,0.98
CHK009035,SRV0035,15사단,2024-11-20 15:00:00,월간,0,CPU과부하,18.1,27.2,29.5,0,200,0,0,3.3
CHK009036,SRV0036,25사단,2024-10-02 17:00:00,일간,1,전력,18.6,37.8,45.2,0,137,1,0,2.81
CHK009037,SRV0037,25사단,2024-09-14 22:00:00,주간,0,전력,26.9,59.1,29.5,0,186,0,1,1.31
CHK009038,SRV0038,13사단,2024-08-29 03:00:00,일간,0,전력,57.6,32.1,20.0,1,613,0,1,1.73
CHK009039,SRV0039,13사단,2024-08-26 21:00:00,일간,0,없음,18.5,27.7,35.6,1,386,0,1,4.1
CHK009040,SRV0040,16사단,2024-09-18 22:00:00,일간,0,없음,44.6,37.0,32.2,0,175,1,1,1.46
CHK009041,SRV0041,14사단,2024-12-29 23:00:00,주간,1,없음,23.0,21.9,25.7,1,115,0,0,3.73
CHK009042,SRV0042,23사단,2024-12-14 23:00:00,월간,0,디스크,30.3,40.2,37.2,0,161,0,0,2.8
CHK009043,SRV0043,23사단,2024-11-20 16:00:00,주간,0,없음,18.7,29.6,32.6,0,280,1,0,2.74
CHK009044,SRV0044,21사단,2024-09-17 09:00:00,월간,1,CPU과부하,25.8,56.1,26.5,1,47,1,1,3.88
CHK009045,SRV0045,15사단,2024-12-03 03:00:00,주간,1,없음,89.69467599827554,85.16909630570751,55.1,1,119,1,1,1.85
CHK009046,SRV0046,11사단,2024-08-23 16:00:00,주간,1,CPU과부하,44.1,29.8,40.1,1,199,1,1,5.6
CHK009047,SRV0047,19사단,2024-10-08 21:00:00,월간,0,CPU과부하,36.0,36.8,31.2,0,129,1,0,4.88
CHK009048,SRV0048,정보통신대,2024-07-22 10:00:00,일간,0,없음,48.7,37.5,31.3,1,147,0,0,2.88
CHK009049,SRV0049,11사단,2024-08-05 11:00:00,일간,0,디스크,22.9,27.8,36.0,1,350,1,1,9.03
CHK009050,SRV0050,13사단,2024-07-29 22:00:00,일간,0,CPU과부하,19.5,17.3,40.0,0,43,1,1,5.52
CHK009051,SRV0051,25사단,2024-12-17 13:00:00,월간,0,디스크,96.20754835154834,89.3518930174588,22.9,1,166,0,0,3.65
CHK009052,SRV0052,20사단,2024-07-18 05:00:00,주간,0,디스크,86.93773418598609,85.13936685558305,33.2,1,133,0,0,0.98
CHK009053,SRV0053,18사단,2024-10-09 01:00:00,일간,0,CPU과부하,27.7,26.6,20.2,0,213,0,0,1.82
CHK009054,SRV0054,22사단,2024-10-29 12:00:00,주간,1,CPU과부하,23.2,59.4,9.7,1,96,0,0,3.17
CHK009055,SRV0055,25사단,2024-09-25 13:00:00,주간,0,CPU과부하,15.4,39.4,17.0,0,32,0,1,1.74
CHK009056,SRV0056,19사단,2024-09-05 22:00:00,월간,0,전력,48.6,22.9,30.1,0,114,1,0,1.55
CHK009057,SRV0057,20사단,2024-08-12 21:00:00,월간,0,디스크,28.5,55.4,22.2,0,249,0,1,2.35
CHK009058,SRV0058,19사단,2024-09-25 03:00:00,주간,1,없음,31.6,40.7,40.8,0,150,1,1,5.06
CHK009059,SRV0059,25사단,2024-09-15 07:00:00,일간,0,디스크,31.0,33.0,42.0,1,222,1,0,2.72
CHK009060,SRV0060,11사단,2024-10-12 22:00:00,주간,0,전력,39.8,27.9,22.8,1,110,0,0,2.05
CHK009061,SRV0061,12사단,2024-12-20 22:00:00,주간,0,CPU과부하,32.9,25.3,28.2,1,200,0,1,1.8
CHK009062,SRV0062,24사단,2024-11-15 12:00:00,월간,1,전력,51.6,32.4,33.4,0,317,0,0,2.38
CHK009063,SRV0063,18사단,2024-12-20 23:00:00,일간,1,CPU과부하,37.0,18.3,15.6,0,184,0,0,2.78
CHK009064,SRV0064,16사단,2024-07-17 05:00:00,월간,0,디스크,29.5,41.9,16.5,0,328,1,0,3.02
CHK009065,SRV0065,22사단,2024-11-07 16:00:00,월간,0,없음,39.8,31.7,57.6,1,111,1,1,4.7
CHK009066,SRV0066,25사단,2024-10-16 22:00:00,일간,0,CPU과부하,36.4,40.9,24.1,1,173,1,0,3.95
CHK009067,SRV0067,24사단,2024-12-13 04:00:00,월간,0,없음,21.2,56.9,70.2,1,139,0,0,3.57
CHK009068,SRV0068,11사단,2024-09-01 04:00:00,주간,0,전력,29.0,29.0,30.2,0,142,1,0,3.87
CHK009069,SRV0069,21사단,2024-07-25 08:00:00,월간,0,CPU과부하,21.1,30.7,15.8,1,187,0,1,5.51
CHK009070,SRV0070,13사단,2024-11-01 21:00:00,일간,0,디스크,16.2,46.2,40.7,1,214,1,0,0.74
CHK009071,SRV0071,12사단,2024-10-01 02:00:00,주간,0,디스크,22.2,35.5,24.0,1,254,0,0,2.3
CHK009072,SRV0072,17사단,2024-08-24 19:00:00,주간,1,전력,96.62631273526789,84.72315356033232,39.4,1,250,0,1,2.79
CHK009073,SRV0073,18사단,2024-07-05 06:00:00,월간,1,전력,58.0,41.7,16.6,0,227,0,1,2.36
CHK009074,SRV0074,25사단,2024-09-01 11:00:00,일간,0,디스크,22.9,48.4,25.9,0,236,0,1,5.16
CHK009075,SRV0075,20사단,2024-08-01 06:00:00,주간,1,CPU과부하,88.59956243717639,96.12237374702265,21.2,1,108,0,1,2.62
CHK009076,SRV0076,11사단,2024-09-12 07:00:00,주간,0,없음,33.3,39.9,19.8,0,367,0,1,4.12
CHK009077,SRV0077,16사단,2024-11-22 04:00:00,주간,1,전력,61.4,23.3,22.8,1,119,0,0,3.69
CHK009078,SRV0078,23사단,2024-09-17 08:00:00,주간,0,없음,16.3,38.9,23.3,1,321,1,0,1.09
CHK009079,SRV0079,24사단,2024-12-07 22:00:00,월간,0,없음,13.3,28.3,34.2,1,98,1,0,1.45
CHK009080,SRV0080,13사단,2024-08-25 08:00:00,월간,0,전력,20.3,31.1,29.4,1,113,0,0,0.71
CHK009081,SRV0081,21사단,2024-10-14 04:00:00,일간,0,디스크,22.1,33.8,29.8,1,69,0,0,3.71
CHK009082,SRV0082,13사단,2024-07-22 14:00:00,일간,0,디스크,63.9,46.3,23.2,0,118,1,1,4.86
CHK009083,SRV0083,20사단,2024-07-02 20:00:00,일간,0,디스크,42.8,31.5,31.9,1,127,1,1,1.88
CHK009084,SRV0084,25사단,2024-12-27 23:00:00,주간,0,디스크,21.7,22.9,23.6,0,175,1,0,4.45
CHK009085,SRV0085,21사단,2024-07-14 04:00:00,월간,1,CPU과부하,31.0,26.3,25.1,0,105,0,1,4.21
CHK009086,SRV0086,25사단,2024-07-27 23:00:00,주간,0,전력,38.3,37.1,21.2,0,285,1,0,2.06
CHK009087,SRV0087,23사단,2024-09-02 05:00:00,주간,0,디스크,53.1,33.7,24.8,1,296,1,0,1.34
CHK009088,SRV0088,15사단,2024-12-01 21:00:00,주간,0,CPU과부하,9.5,40.3,26.8,1,44,1,0,2.25
CHK009089,SRV0089,14사단,2024-07-15 03:00:00,주간,0,전력,34.9,51.7,31.4,0,112,0,0,7.37
CHK009090,SRV0090,23사단,2024-09-12 18:00:00,일간,0,전력,15.0,47.5,14.9,0,255,0,1,1.51
CHK009091,SRV0091,19사단,2024-09-11 20:00:00,일간,0,없음,33.5,52.3,31.0,1,223,1,1,2.39
CHK009092,SRV0092,정보통신대,2024-07-10 03:00:00,주간,0,디스크,23.5,27.5,37.2,1,49,1,0,4.1
CHK009093,SRV0093,12사단,2024-08-31 03:00:00,월간,0,디스크,28.6,46.5,50.9,0,48,1,0,3.47
CHK009094,SRV0094,15사단,2024-11-04 05:00:00,주간,1,없음,25.9,43.1,9.3,0,132,0,0,3.74
CHK009095,SRV0095,기술지원대,2024-09-18 07:00:00,주간,0,CPU과부하,25.3,57.4,25.6,0,96,1,0,5.13
CHK009096,SRV0096,17사단,2024-07-16 05:00:00,주간,0,없음,17.6,32.2,24.0,0,251,0,1,2.34
CHK009097,SRV0097,11사단,2024-12-24 00:00:00,주간,0,디스크,58.5,48.7,27.2,1,376,0,0,6.36
CHK009098,SRV0098,22사단,2024-11-03 18:00:00,주간,0,디스크,32.1,34.6,15.4,0,314,1,0,5.36
CHK009099,SRV0099,21사단,2024-12-25 16:00:00,월간,0,전력,33.1,32.9,23.2,1,107,0,1,4.77
CHK009100,SRV0100,22사단,2024-10-21 11:00:00,주간,1,없음,27.4,59.0,29.1,0,265,1,0,2.46
CHK009101,SRV0101,22사단,2024-11-17 05:00:00,주간,0,없음,27.9,32.0,38.3,0,158,1,1,2.19
CHK009102,SRV0102,22사단,2024-09-09 07:00:00,월간,0,디스크,28.2,47.4,19.7,0,20,1,0,4.28
CHK009103,SRV0103,24사단,2024-11-08 16:00:00,일간,0,디스크,12.7,19.7,16.1,0,71,0,0,3.74
CHK009104,SRV0104,12사단,2024-07-21 07:00:00,주간,1,전력,40.3,67.4,22.8,1,190,0,1,1.77
CHK009105,SRV0105,12사단,2024-09-02 10:00:00,월간,0,없음,33.1,24.3,17.5,1,334,0,1,2.07
CHK009106,SRV0106,14사단,2024-07-20 17:00:00,월간,1,CPU과부하,17.3,25.9,45.0,0,375,0,0,3.92
CHK009107,SRV0107,기술지원대,2024-07-16 12:00:00,일간,0,CPU과부하,7.9,25.0,53.3,0,199,0,1,4.56
CHK009108,SRV0108,20사단,2024-11-14 18:00:00,월간,0,전력,14.1,11.7,24.2,0,96,0,1,1.38
CHK009109,SRV0109,23사단,2024-10-11 16:00:00,일간,1,없음,33.6,45.6,18.2,0,101,1,0,2.41
CHK009110,SRV0110,12사단,2024-12-15 07:00:00,주간,0,CPU과부하,50.4,39.6,27.3,0,191,1,1,0.59
CHK009111,SRV0111,13사단,2024-08-30 02:00:00,주간,0,디스크,27.8,42.8,19.7,1,85,0,1,2.74
CHK009112,SRV0112,16사단,2024-09-14 14:00:00,월간,0,없음,29.4,36.5,41.5,0,322,1,1,3.55
CHK009113,SRV0113,18사단,2024-12-28 03:00:00,주간,0,없음,31.2,27.1,23.5,1,221,1,1,3.3
CHK009114,SRV0114,24사단,2024-11-28 06:00:00,일간,0,디스크,27.9,22.8,13.2,0,143,1,1,3.38
CHK009115,SRV0115,20사단,2024-12-12 12:00:00,월간,0,디스크,16.1,21.9,16.9,0,112,1,1,3.38
CHK009116,SRV0116,13사단,2024-12-18 04:00:00,일간,0,전력,28.3,29.7,25.9,0,175,0,0,4.46
CHK009117,SRV0117,16사단,2024-12-04 16:00:00,주간,1,CPU과부하,93.39510922142539,90.7196807954998,14.4,1,197,1,1,4.53
CHK009118,SRV0118,25사단,2024-09-13 18:00:00,주간,1,디스크,25.3,21.9,24.3,0,161,1,0,2.23
CHK009119,SRV0119,24사단,2024-12-25 09:00:00,일간,0,디스크,30.7,48.1,26.7,0,15,0,1,2.26
CHK009120,SRV0120,20사단,2024-11-10 23:00:00,월간,0,전력,10.9,10.7,25.6,1,234,1,1,2.08
CHK009121,SRV0121,25사단,2024-09-02 00:00:00,일간,1,전력,20.1,39.9,16.3,1,261,1,0,3.26
CHK009122,SRV0122,14사단,2024-07-17 16:00:00,월간,0,없음,12.8,28.8,26.0,0,172,0,1,2.79
CHK009123,SRV0123,12사단,2024-10-05 22:00:00,월간,0,CPU과부하,24.9,46.3,26.2,0,453,1,0,1.14
CHK009124,SRV0124,13사단,2024-11-14 03:00:00,주간,0,전력,18.8,63.5,41.2,1,128,0,1,1.98
CHK009125,SRV0125,17사단,2024-10-18 14:00:00,일간,0,없음,30.1,16.7,33.8,1,54,1,1,2.54
CHK009126,SRV0126,기술지원대,2024-07-16 15:00:00,주간,0,전력,28.3,41.4,44.1,1,149,1,0,3.06
CHK009127,SRV0127,20사단,2024-07-13 13:00:00,일간,0,없음,36.2,21.9,24.9,0,97,1,0,3.34
CHK009128,SRV0128,정보통신대,2024-09-23 08:00:00,월간,0,CPU과부하,15.3,34.4,25.3,0,60,0,0,3.26
CHK009129,SRV0129,15사단,2024-10-27 08:00:00,일간,0,전력,14.4,32.1,31.7,1,144,1,0,4.17
CHK009130,SRV0130,23사단,2024-12-28 03:00:00,주간,0,전력,28.8,60.4,26.6,0,268,0,1,1.72
CHK009131,SRV0131,23사단,2024-09-12 02:00:00,주간,0,CPU과부하,58.8,40.0,21.8,1,139,1,1,1.39
CHK009132,SRV0132,21사단,2024-10-25 08:00:00,월간,0,디스크,18.7,36.2,14.0,1,43,1,0,3.27
CHK009133,SRV0133,21사단,2024-12-26 15:00:00,월간,1,디스크,20.5,48.6,36.5,0,95,0,1,2.24
CHK009134,SRV0134,기술지원대,2024-12-24 17:00:00,일간,0,없음,22.2,29.2,18.0,1,207,0,0,7.89
CHK009135,SRV0135,25사단,2024-11-15 20:00:00,일간,0,CPU과부하,14.3,34.7,28.1,1,190,1,1,3.94
CHK009136,SRV0136,정보통신대,2024-10-23 21:00:00,일간,0,전력,21.9,28.2,40.9,1,345,0,1,2.27
CHK009137,SRV0137,14사단,2024-09-17 14:00:00,일간,0,CPU과부하,29.5,33.5,25.3,1,102,1,1,4.96
CHK009138,SRV0138,15사단,2024-11-16 07:00:00,일간,0,없음,21.6,32.4,23.4,0,98,1,1,2.17
CHK009139,SRV0139,17사단,2024-10-26 15:00:00,일간,0,전력,33.6,16.2,26.9,0,85,0,1,2.03
CHK009140,SRV0140,12사단,2024-10-14 08:00:00,주간,0,없음,9.7,25.5,18.6,1,305,1,1,2.61
CHK009141,SRV0141,11사단,2024-08-16 21:00:00,월간,1,없음,10.8,21.2,40.3,0,213,0,0,4.93
CHK009142,SRV0142,22사단,2024-11-03 04:00:00,일간,0,전력,48.2,23.1,18.4,0,57,0,0,3.17
CHK009143,SRV0143,20사단,2024-11-25 01:00:00,주간,1,전력,22.5,39.6,23.1,0,69,0,1,2.07
CHK009144,SRV0144,18사단,2024-11-27 15:00:00,일간,1,디스크,22.5,23.5,25.0,1,22,1,1,5.99
CHK009145,SRV0145,11사단,2024-09-20 15:00:00,주간,1,디스크,48.5,57.6,25.1,0,69,1,0,3.64
CHK009146,SRV0146,22사단,2024-11-10 00:00:00,월간,0,CPU과부하,41.0,37.6,31.0,1,62,1,0,1.44
CHK009147,SRV0147,12사단,2024-09-12 20:00:00,주간,0,전력,16.6,25.4,19.3,0,135,1,1,1.28
CHK009148,SRV0148,20사단,2024-08-30 12:00:00,일간,0,CPU과부하,36.7,28.7,55.9,0,43,1,1,5.5
CHK009149,SRV0149,정보통신대,2024-12-30 23:00:00,일간,1,없음,24.4,28.2,22.2,1,216,0,1,4.07
CHK009150,SRV0150,13사단,2024-07-23 22:00:00,주간,0,디스크,23.0,57.5,25.7,0,209,0,0,1.65
CHK009151,SRV0151,17사단,2024-11-16 14:00:00,월간,0,CPU과부하,26.4,27.5,47.2,0,181,1,0,1.11
CHK009152,SRV0152,22사단,2024-07-02 05:00:00,일간,0,CPU과부하,24.0,35.4,22.3,1,224,1,1,6.61
CHK009153,SRV0153,18사단,2024-08-22 10:00:00,월간,1,CPU과부하,26.1,35.0,44.8,1,115,0,0,6.21
CHK009154,SRV0154,22사단,2024-07-15 08:00:00,주간,1,전력,90.56059843519594,94.83781835693179,27.5,1,224,1,1,1.31
CHK009155,SRV0155,13사단,2024-11-17 03:00:00,주간,1,CPU과부하,17.5,42.4,15.8,0,180,1,0,3.53
CHK009156,SRV0156,정보통신대,2024-09-30 22:00:00,월간,0,없음,28.0,51.0,45.5,0,189,0,0,2.31
CHK009157,SRV0157,19사단,2024-12-02 23:00:00,일간,0,전력,18.4,29.0,24.4,1,161,1,1,2.26
CHK009158,SRV0158,20사단,2024-11-19 21:00:00,일간,0,없음,31.6,31.2,19.5,1,87,1,0,0.77
CHK009159,SRV0159,16사단,2024-10-07 20:00:00,월간,1,CPU과부하,24.7,38.0,25.9,0,61,1,0,1.94
CHK009160,SRV0160,11사단,2024-08-18 12:00:00,일간,0,CPU과부하,27.5,25.5,21.6,0,179,1,1,4.03
CHK009161,SRV0161,22사단,2024-08-13 11:00:00,주간,1,없음,17.0,34.2,20.0,0,250,0,1,1.45
CHK009162,SRV0162,15사단,2024-08-13 01:00:00,일간,1,디스크,13.4,34.7,27.5,1,249,1,0,8.05
CHK009163,SRV0163,23사단,2024-12-17 22:00:00,주간,0,CPU과부하,33.9,51.0,26.2,0,345,1,1,4.98
CHK009164,SRV0164,25사단,2024-11-06 03:00:00,주간,1,전력,38.8,33.2,51.6,1,333,1,1,2.63
CHK009165,SRV0165,21사단,2024-08-24 13:00:00,월간,0,디스크,27.5,36.8,21.6,0,146,1,1,2.34
CHK009166,SRV0166,18사단,2024-07-16 17:00:00,주간,0,전력,14.2,31.2,31.7,1,191,0,1,4.36
CHK009167,SRV0167,15사단,2024-08-07 02:00:00,주간,0,없음,23.6,24.1,32.4,1,93,0,1,1.8
CHK009168,SRV0168,12사단,2024-07-20 18:00:00,일간,0,없음,18.3,30.1,17.3,0,237,0,0,3.98
CHK009169,SRV0169,22사단,2024-07-13 16:00:00,주간,0,전력,17.7,33.5,35.9,0,20,1,0,5.82
CHK009170,SRV0170,12사단,2024-07-30 21:00:00,월간,1,디스크,26.7,44.1,30.3,1,304,0,1,2.46
CHK009171,SRV0171,기술지원대,2024-08-12 15:00:00,주간,0,전력,38.4,22.7,20.5,1,302,0,0,3.11
CHK009172,SRV0172,13사단,2024-08-12 17:00:00,일간,0,디스크,21.5,28.5,31.0,1,120,0,1,2.63
CHK009173,SRV0173,20사단,2024-09-04 22:00:00,일간,1,없음,23.9,27.8,28.6,1,240,0,0,2.52
CHK009174,SRV0174,18사단,2024-08-22 07:00:00,월간,0,CPU과부하,42.6,26.8,34.4,1,263,0,1,3.86
