soldier_id,unit_code,region,lat,lon,rank,facility_type,facility_usage,usage_frequency_per_week,satisfaction_score,distance_to_facility,has_private_space,mental_wellbeing_score,date,facility_access_score,expected_mental_score,mental_gap_score,expected_mental_score_adj,expected_mental_score_v4
S20240709099,25사단,충청권,36.876673,127.494432,일병,독서실,1,1,5,160.9,침상형,1,2024-11-12,-60.900000000000006,0.98,-0.3799999999999999,1.48,1.38
S20240709100,14사단,강원권,35.634674,128.552498,일병,PX,1,2,4,348.3,격리형,1,2024-07-07,-248.3,-4.21,0.40753455991689436,-3.71,-4.22
S20240709101,23사단,영남권,35.865776,128.006198,이병,독서실,0,3,4,241.2,격리형,1,2024-10-19,-141.2,-1.53,1.0777808155500337,-1.03,-1.37
S20240709102,17사단,영남권,36.755246,126.643129,이병,노래방,0,0,5,409.4,격리형,3,2024-07-27,-309.4,-5.24,1.1184732765483334,-4.74,-5.25
S20240709103,21사단,전라권,37.618032,126.543088,병장,PX,1,4,3,208.3,침상형,1,2024-07-08,-108.3,-1.21,0.4746341160049674,-1.21,-1.09
S20240709104,19사단,수도권,35.884297,127.219751,병장,상담실,1,2,3,331.1,격리형,1,2024-07-28,-231.1,-4.28,1.011577293962247,-4.28,-4.36
S20240709105,15사단,강원권,36.427094,127.463622,이병,상담실,0,2,1,161.4,침상형,1,2024-08-16,-61.400000000000006,-1.04,1.2199165165795485,-1.04,-1.04
S20240709106,23사단,충청권,37.934417,128.301703,이병,독서실,0,2,6,462.7,격리형,1,2024-09-24,-362.7,-6.07,0.7062514457979548,-5.57,-6.07
S20240709107,12사단,영남권,35.761521,127.693198,상병,PX,1,3,1,432.9,격리형,1,2024-07-10,-332.9,-7.82,1.056494288942136,-7.82,-8.28
S20240709108,17사단,수도권,36.558242,128.787525,병장,PX,0,4,1,135.4,침상형,1,2024-10-22,-35.400000000000006,-0.39,1.34,-0.39,-0.34
S20240709109,20사단,영남권,35.769923,128.276911,일병,노래방,1,1,4,339.1,침상형,1,2024-08-02,-239.1,-3.98,1.3893312897291248,-2.98,-3.98
S20240709110,11사단,충청권,36.965679,128.440642,일병,상담실,1,3,3,233.9,격리형,6,2024-11-12,-133.9,-1.85,1.3157442391747436,-1.85,-1.77
S20240709111,17사단,전라권,35.726752,128.75766,이병,PX,1,2,5,131.6,격리형,2,2024-11-08,-31.599999999999994,1.71,-0.1600000000000001,2.21,2.16
S20240709112,16사단,영남권,37.158029,129.080582,상병,독서실,1,3,3,485.0,격리형,1,2024-07-14,-385.0,-8.12,1.239998457106668,-8.12,-8.47
S20240709113,17사단,수도권,36.066084,126.577931,이병,PX,1,1,1,173.9,격리형,1,2024-12-19,-73.9,-1.35,0.24806340748712036,-1.35,-1.37
S20240709114,24사단,강원권,37.163159,126.711475,이병,독서실,0,2,5,425.6,격리형,2,2024-08-15,-325.6,-5.64,0.3673917625628766,-4.64,-5.68
S20240709115,23사단,영남권,37.503823,127.34103,상병,체력단련실,0,2,6,119.8,격리형,3,2024-08-30,-19.8,2.5,-0.0699999999999998,3.0,3.07
S20240709116,20사단,강원권,36.520037,127.557179,일병,상담실,0,3,4,412.9,침상형,1,2024-12-11,-312.9,-5.82,0.5236366375036137,-5.32,-5.94
S20240709117,13사단,전라권,36.638455,127.900906,병장,독서실,0,5,5,141.7,격리형,3,2024-07-13,-41.69999999999999,1.46,1.11,1.96,1.89
S20240709118,25사단,수도권,35.600934,126.849554,일병,노래방,0,3,2,259.4,침상형,1,2024-07-16,-159.39999999999998,-2.98,1.144901940976255,-2.98,-3.05
S20240709119,13사단,영남권,35.873497,128.516557,상병,노래방,1,2,4,480.7,침상형,1,2024-11-10,-380.7,-7.52,1.3811014718959163,-7.02,-7.75
S20240709120,17사단,영남권,37.13843,127.905533,일병,독서실,0,3,1,436.0,침상형,1,2024-08-07,-336.0,-7.9,0.6519373532872663,-7.9,-8.36
S20240709121,23사단,수도권,37.835758,128.897763,일병,독서실,1,2,5,117.0,침상형,1,2024-12-25,-17.0,2.08,-1.5499999999999998,2.58,2.55
S20240709122,12사단,수도권,36.595173,127.234294,일병,PX,0,2,2,469.7,침상형,1,2024-08-07,-369.7,-8.24,0.570121611465058,-8.24,-8.66
S20240709123,11사단,강원권,36.182376,127.74253,상병,상담실,1,2,1,343.5,침상형,1,2024-10-11,-243.5,-5.59,0.1935383123571618,-5.59,-5.89
S20240709124,19사단,영남권,37.711939,126.694183,이병,상담실,0,2,1,125.4,침상형,1,2024-08-25,-25.40000000000001,-0.14,1.08,-0.14,-0.08
S20240709125,19사단,영남권,37.17996,128.560877,일병,PX,1,0,5,306.8,격리형,2,2024-09-01,-206.8,-2.67,1.043057995924471,-2.17,-2.51
S20240709126,17사단,영남권,36.807976,129.473082,이병,독서실,0,0,3,345.1,침상형,1,2024-10-28,-245.1,-4.63,5.74,-4.63,-4.74
S20240709127,17사단,수도권,37.914354,128.328737,상병,노래방,0,3,4,207.4,격리형,1,2024-08-17,-107.4,-0.68,1.46,-0.18,-0.46
S20240709128,13사단,수도권,35.947252,128.564615,상병,노래방,0,3,4,449.9,격리형,1,2024-10-13,-349.9,-6.75,1.3180246454317173,-5.75,-6.93
S20240709129,20사단,충청권,36.090381,128.590193,병장,독서실,0,3,1,439.6,격리형,2,2024-08-28,-339.6,-7.99,0.9102487688765191,-7.99,-8.46
S20240709130,25사단,충청권,36.565161,127.002845,상병,PX,1,4,5,146.2,격리형,3,2024-09-15,-46.19999999999999,1.35,1.23,1.85,1.77
S20240709131,12사단,수도권,36.739859,127.006602,일병,노래방,1,0,4,349.2,침상형,1,2024-12-19,-249.2,-4.23,1.019799335077419,-3.73,-4.25
S20240709132,21사단,수도권,36.492685,127.505777,상병,상담실,1,3,2,155.4,침상형,1,2024-11-04,-55.400000000000006,-0.39,1.28,-0.39,-0.28
S20240709133,17사단,영남권,35.876759,127.972921,이병,PX,0,3,5,437.2,격리형,3,2024-08-24,-337.2,-5.93,0.5205434048386892,-5.43,-5.99
S20240709134,19사단,수도권,36.232241,127.514949,상병,노래방,1,4,4,389.0,침상형,1,2024-08-24,-289.0,-5.22,1.444651346255503,-4.72,-5.31
S20240709135,11사단,충청권,37.76627,128.12892,상병,상담실,0,3,3,272.9,침상형,1,2024-11-06,-172.89999999999998,-2.82,0.4682836873405195,-2.82,-2.81
S20240709136,23사단,수도권,37.298957,127.841571,일병,독서실,1,3,6,118.0,침상형,1,2024-11-13,-18.0,2.55,-2.12,3.05,3.12
S20240709137,24사단,전라권,38.446273,127.25052,상병,노래방,0,2,2,270.3,격리형,1,2024-11-04,-170.3,-3.26,1.245520340537836,-3.26,-3.34
S20240709138,14사단,전라권,36.615966,126.795036,일병,체력단련실,1,1,5,228.3,격리형,5,2024-11-09,-128.3,-0.71,1.1723289333747708,0.29,-0.42
S20240709139,16사단,영남권,36.929648,129.45081,이병,PX,1,1,2,455.5,침상형,1,2024-09-23,-355.5,-7.89,0.5713733917326926,-7.89,-8.28
S20240709140,17사단,충청권,36.397905,128.506761,병장,상담실,0,3,4,398.6,격리형,1,2024-10-23,-298.6,-5.47,6.56,-4.97,-5.56
S20240709141,20사단,충청권,36.366993,129.027382,일병,상담실,0,2,4,467.5,침상형,1,2024-12-28,-367.5,-7.19,0.2744167721214811,-6.19,-7.4
S20240709142,17사단,수도권,38.06885,127.498685,이병,PX,0,0,1,380.2,격리형,1,2024-08-27,-280.2,-6.5,0.328024408829888,-6.5,-6.87
S20240709143,20사단,충청권,36.882891,128.969223,상병,상담실,0,3,2,281.5,침상형,1,2024-08-06,-181.5,-3.54,1.117664124359652,-3.54,-3.64
S20240709144,12사단,수도권,37.625538,127.213907,이병,독서실,0,2,3,414.8,침상형,1,2024-08-18,-314.8,-6.37,0.7234169793620403,-6.37,-6.59
S20240709145,24사단,수도권,38.244723,127.602528,이병,독서실,0,1,2,417.9,침상형,1,2024-09-05,-317.9,-6.95,0.8508300620681404,-6.95,-7.28
S20240709146,14사단,강원권,37.558606,128.127326,이병,PX,0,0,4,154.0,격리형,2,2024-07-19,-54.0,0.65,1.04,1.15,0.96
S20240709147,15사단,강원권,38.110665,128.043479,일병,독서실,1,0,4,397.6,침상형,2,2024-11-06,-297.6,-5.44,0.5515899833060596,-4.94,-5.54
S20240709148,24사단,수도권,35.849637,126.967036,병장,노래방,0,4,4,445.4,침상형,7,2024-07-29,-345.4,-6.64,0.7864314622923931,-6.14,-6.81
S20240709149,22사단,영남권,37.203266,127.909874,병장,PX,0,5,3,125.9,격리형,3,2024-09-25,-25.90000000000001,0.85,1.89,0.85,1.11
S20240709150,11사단,충청권,35.68893,128.559967,상병,PX,1,2,5,438.7,침상형,1,2024-08-02,-338.7,-5.97,7.03,-5.47,-6.03
S20240709151,11사단,영남권,37.975815,129.210444,병장,PX,1,4,1,119.5,격리형,2,2024-10-27,-19.5,0.01,1.92,0.01,0.08
S20240709152,20사단,충청권,36.663469,128.147276,상병,노래방,0,3,1,187.4,침상형,1,2024-12-27,-87.4,-1.68,2.73,-1.68,-1.73
S20240709153,13사단,전라권,35.62732,127.566786,이병,상담실,1,0,2,264.4,격리형,1,2024-12-16,-164.39999999999998,-3.11,0.2085959818024763,-3.11,-3.18
S20240709154,25사단,전라권,37.295975,128.405546,일병,체력단련실,1,3,1,127.2,격리형,1,2024-11-28,-27.200000000000003,-0.18,1.13,-0.18,-0.13
S20240709155,25사단,영남권,36.605055,128.824221,일병,PX,0,3,6,121.2,격리형,3,2024-11-10,-21.200000000000003,2.47,-0.0299999999999998,3.47,3.03
S20240709156,20사단,충청권,36.665208,128.801129,상병,체력단련실,1,3,1,312.2,침상형,1,2024-09-09,-212.2,-4.8,0.27385510606226,-4.8,-5.06
S20240709157,13사단,영남권,36.491415,129.475607,일병,독서실,0,2,4,213.6,격리형,1,2024-11-11,-113.6,-0.84,1.63,-0.3399999999999999,-0.63
S20240709158,22사단,전라권,37.075337,127.394747,일병,PX,0,2,2,144.8,침상형,1,2024-12-24,-44.80000000000001,-0.12,0.99,-0.12,0.01
S20240709159,18사단,수도권,35.607198,127.220499,이병,체력단련실,0,1,4,404.5,침상형,1,2024-07-22,-304.5,-5.61,0.7480834653865271,-4.61,-5.72
S20240709160,19사단,전라권,37.386743,126.710926,상병,PX,0,4,3,285.2,격리형,3,2024-09-15,-185.2,-3.13,1.2484470224175053,-3.13,-3.14
S20240709161,25사단,수도권,37.712215,129.37916,병장,체력단련실,0,3,5,110.7,침상형,1,2024-07-04,-10.700000000000005,2.23,-1.71,2.73,2.71
S20240709162,24사단,수도권,36.64569,127.105319,병장,상담실,1,3,2,299.6,침상형,1,2024-09-10,-199.6,-3.99,1.1210351882990879,-3.99,-4.12
S20240709163,21사단,영남권,37.14737,128.556449,병장,체력단련실,1,3,5,311.2,격리형,1,2024-12-12,-211.2,-2.78,1.3525759729015256,-2.28,-2.63
S20240709164,22사단,충청권,37.022802,128.119452,병장,체력단련실,1,4,3,196.3,침상형,2,2024-12-06,-96.3,-0.91,0.9358579268972391,-0.91,-0.77
S20240709165,11사단,전라권,36.52087,128.046128,이병,독서실,1,1,4,385.3,침상형,1,2024-12-12,-285.3,-5.13,0.8164801470748899,-4.13,-5.21
S20240709166,24사단,전라권,38.188722,128.786154,병장,독서실,1,3,3,364.3,침상형,6,2024-11-05,-264.3,-5.11,11.25,-5.11,-5.25
S20240709167,21사단,전라권,35.976712,128.382574,이병,독서실,0,0,5,179.7,침상형,2,2024-08-14,-79.69999999999999,0.51,1.13,1.01,0.87
S20240709168,12사단,영남권,38.101455,128.90501,일병,노래방,1,2,6,120.7,격리형,3,2024-11-13,-20.700000000000003,2.48,-0.0499999999999998,2.98,3.05
S20240709169,20사단,영남권,35.730184,127.953267,일병,독서실,0,2,4,148.0,침상형,2,2024-12-15,-48.0,0.8,0.8799999999999999,1.3,1.12
S20240709170,12사단,충청권,37.956168,127.527557,병장,독서실,0,2,4,103.6,격리형,2,2024-10-01,-3.5999999999999943,1.91,-0.2999999999999998,2.41,2.3
S20240709171,25사단,강원권,35.76434,126.541864,이병,체력단련실,1,2,5,280.5,침상형,2,2024-07-05,-180.5,-2.01,3.81,-1.5099999999999998,-1.81
S20240709172,14사단,강원권,37.260385,129.313629,병장,상담실,1,2,1,476.6,격리형,1,2024-12-03,-376.6,-8.92,10.44,-8.92,-9.44
S20240709173,12사단,수도권,38.077079,126.828663,이병,상담실,0,1,6,105.6,격리형,8,2024-10-12,-5.599999999999994,2.86,0.1850227134541363,3.36,3.45
S20240709174,17사단,영남권,37.890221,127.663521,병장,독서실,1,4,3,237.7,격리형,1,2024-09-19,-137.7,-1.94,2.87,-1.94,-1.87
S20240709175,23사단,강원권,37.472692,127.354792,일병,PX,0,2,4,456.0,침상형,1,2024-09-25,-356.0,-6.9,0.108713698713778,-6.4,-7.09
S20240709176,25사단,영남권,37.909161,128.62073,이병,노래방,1,2,4,410.7,침상형,1,2024-11-14,-310.7,-5.77,0.2796345379580547,-4.77,-5.89
S20240709177,19사단,수도권,37.516026,126.538934,일병,독서실,0,2,2,146.8,침상형,1,2024-11-07,-46.80000000000001,-0.17,1.05,-0.17,-0.05
S20240709178,17사단,전라권,38.087731,129.307208,상병,체력단련실,0,2,4,275.7,격리형,1,2024-09-01,-175.7,-2.39,3.29,-1.39,-2.29
S20240709179,22사단,전라권,35.674397,129.284638,이병,독서실,0,1,2,359.5,침상형,1,2024-08-20,-259.5,-5.49,1.2978275691733112,-5.49,-5.72
S20240709180,16사단,충청권,36.61981,128.413448,일병,PX,0,2,4,292.5,격리형,2,2024-10-24,-192.5,-2.81,1.4369787825227371,-1.81,-2.73
S20240709181,25사단,전라권,37.803966,129.362562,병장,체력단련실,1,5,3,396.2,격리형,2,2024-10-21,-296.2,-5.9,1.3544440604461374,-5.9,-6.1
S20240709182,20사단,영남권,35.682925,127.85769,병장,노래방,1,2,1,341.6,침상형,5,2024-07-31,-241.6,-5.54,10.84,-5.54,-5.84
S20240709183,11사단,강원권,35.613328,128.27982,병장,체력단련실,0,1,2,441.6,격리형,1,2024-07-07,-341.6,-7.54,1.1364265513891318,-7.54,-7.91
S20240709184,21사단,수도권,37.730041,128.287083,상병,상담실,1,2,5,483.3,격리형,1,2024-12-05,-383.3,-7.08,1.4932473652034381,-6.08,-7.22
S20240709185,20사단,수도권,37.767017,126.928698,병장,노래방,1,5,1,407.6,격리형,8,2024-07-03,-307.6,-7.19,15.6,-7.19,-7.6
S20240709186,19사단,전라권,38.368951,127.531936,상병,노래방,1,2,5,228.3,격리형,6,2024-08-20,-128.3,-0.71,0.7594368210462512,-0.2099999999999999,-0.42
S20240709187,15사단,영남권,37.864789,128.168237,병장,PX,1,4,3,107.4,침상형,1,2024-08-25,-7.400000000000006,1.32,-0.6000000000000001,1.32,1.6
S20240709188,21사단,전라권,35.838026,128.206773,이병,체력단련실,1,2,3,362.1,침상형,1,2024-09-11,-262.1,-5.05,0.1104754765168886,-5.05,-5.19
S20240709189,15사단,강원권,38.165375,128.865714,이병,상담실,1,1,3,353.2,격리형,2,2024-07-10,-253.2,-4.83,1.141750072415002,-4.83,-4.95
S20240709190,16사단,영남권,35.949844,129.457422,상병,노래방,0,4,4,461.4,격리형,2,2024-08-30,-361.4,-7.04,0.2447850047584169,-6.54,-7.24
S20240709191,19사단,강원권,36.659796,128.871055,이병,노래방,1,1,6,387.1,격리형,1,2024-08-19,-287.1,-4.18,5.06,-3.18,-4.06
S20240709192,23사단,강원권,38.049701,127.568183,병장,독서실,0,5,4,290.8,격리형,1,2024-10-30,-190.8,-2.77,1.3386571129372824,-1.77,-2.69
S20240709193,18사단,전라권,36.901612,128.103381,일병,노래방,0,2,2,454.3,침상형,5,2024-12-22,-354.3,-7.86,0.04244053835992123,-7.86,-8.25
S20240709194,18사단,전라권,36.680032,127.000149,병장,상담실,0,4,4,462.0,침상형,2,2024-07-01,-362.0,-7.05,0.10879419619816422,-6.05,-7.25
S20240709195,24사단,강원권,36.972275,126.696169,이병,독서실,0,0,3,398.9,격리형,1,2024-08-07,-298.9,-5.97,7.17,-5.97,-6.17
S20240709196,18사단,충청권,37.028911,127.930243,병장,독서실,0,5,4,135.8,격리형,2,2024-09-17,-35.80000000000001,1.1,0.55,1.6,1.45
S20240709197,11사단,수도권,36.783602,126.800439,이병,PX,1,1,1,277.1,침상형,1,2024-09-27,-177.10000000000002,-3.93,1.1501735719581632,-3.93,-4.12
S20240709198,11사단,전라권,36.407937,128.174518,일병,독서실,1,2,6,297.0,격리형,1,2024-09-20,-197.0,-1.92,0.8000845113384428,-0.92,-1.65
S20240709199,18사단,수도권,36.215531,127.073409,병장,체력단련실,0,5,3,221.4,격리형,2,2024-12-31,-121.4,-1.54,1.0543069677293095,-1.54,-1.44
S20240709200,15사단,강원권,37.872446,127.625487,이병,독서실,1,2,3,405.7,침상형,1,2024-09-05,-305.7,-6.14,0.2676060493058709,-6.14,-6.35
S20240709201,19사단,충청권,35.662852,128.523758,이병,상담실,0,2,1,219.0,격리형,1,2024-07-17,-119.0,-2.48,0.37537621807341776,-2.48,-2.57
S20240709202,12사단,수도권,37.601213,128.279032,병장,체력단련실,1,4,2,117.0,침상형,10,2024-11-04,-17.0,0.57,1.494475009995772,0.57,0.75
S20240709203,19사단,충청권,37.985371,128.637532,상병,체력단련실,0,3,3,187.0,격리형,1,2024-10-20,-87.0,-0.67,1.52,-0.67,-0.52
S20240709204,22사단,수도권,38.006071,126.573382,일병,PX,1,2,5,466.8,침상형,1,2024-11-13,-366.8,-6.67,0.6146644552554023,-6.17,-6.78
S20240709205,24사단,충청권,36.135197,129.147308,상병,상담실,1,2,5,215.4,격리형,1,2024-08-29,-115.4,-0.39,1.08,0.1099999999999999,-0.08
S20240709206,18사단,충청권,38.449856,128.640322,이병,PX,1,2,4,308.2,격리형,3,2024-08-09,-208.2,-3.2,1.1047219344820798,-2.2,-3.15
S20240709207,19사단,영남권,38.296517,128.536663,상병,노래방,1,2,3,239.3,침상형,1,2024-09-27,-139.3,-1.98,1.335125313201955,-1.98,-1.91
S20240709208,14사단,영남권,36.476827,128.186467,일병,상담실,0,2,4,451.6,격리형,1,2024-08-10,-351.6,-6.79,0.2733766552965044,-6.29,-6.98
S20240709209,11사단,영남권,36.161152,128.528605,일병,노래방,0,1,2,227.7,격리형,1,2024-11-17,-127.7,-2.19,0.5976398565544256,-2.19,-2.21
S20240709210,11사단,영남권,38.450647,127.086962,상병,PX,1,4,3,101.8,격리형,3,2024-10-23,-1.7999999999999972,1.46,1.25,1.46,1.75
S20240709211,15사단,영남권,35.695187,127.943226,병장,상담실,1,3,3,180.0,침상형,1,2024-10-08,-80.0,-0.5,1.33,-0.5,-0.33
S20240709212,12사단,전라권,36.139875,127.860595,일병,독서실,1,3,1,408.8,침상형,1,2024-10-25,-308.8,-7.22,8.629999999999999,-7.22,-7.63
S20240709213,24사단,충청권,37.764693,128.273916,일병,노래방,0,3,7,250.8,격리형,2,2024-12-29,-150.8,-0.27,1.82,0.2299999999999999,0.18
S20240709214,18사단,강원권,38.149012,126.679447,이병,체력단련실,0,3,3,146.8,침상형,1,2024-09-27,-46.80000000000001,0.33,0.4499999999999999,0.33,0.55
S20240709215,20사단,수도권,38.038185,128.836002,일병,상담실,1,2,2,157.1,격리형,1,2024-10-01,-57.1,-0.43,1.32,-0.43,-0.32
S20240709216,21사단,영남권,36.52935,126.613181,상병,노래방,0,2,4,313.9,격리형,2,2024-11-16,-213.9,-3.35,1.3283992494848467,-2.35,-3.3
S20240709217,15사단,영남권,38.453461,129.068608,이병,상담실,0,1,1,188.9,침상형,1,2024-08-29,-88.9,-1.72,1.1849257815479688,-1.72,-1.77
S20240709218,15사단,수도권,37.798228,127.673206,이병,독서실,0,1,5,322.2,침상형,1,2024-09-06,-222.2,-3.06,0.8327927628897801,-2.56,-2.93
S20240709219,12사단,전라권,35.816807,126.862975,병장,PX,1,5,1,364.9,침상형,1,2024-09-16,-264.9,-6.12,0.4445382294548666,-6.12,-6.46
S20240709220,17사단,충청권,36.188203,128.210411,상병,PX,1,2,6,289.8,격리형,2,2024-08-15,-189.8,-1.74,0.218682918752652,-1.24,-1.46
S20240709221,23사단,수도권,38.227835,128.233367,일병,상담실,0,4,5,379.5,격리형,1,2024-08-07,-279.5,-4.49,1.2328747673203553,-3.99,-4.45
S20240709222,18사단,영남권,37.283842,126.709376,이병,노래방,1,1,2,246.7,침상형,1,2024-07-17,-146.7,-2.67,3.71,-2.67,-2.71
S20240709223,20사단,수도권,37.103379,127.11466,일병,상담실,0,5,4,285.8,침상형,1,2024-09-04,-185.8,-2.65,0.7573485577647003,-2.15,-2.55
S20240709224,23사단,수도권,36.197305,128.313645,이병,PX,0,1,4,312.7,격리형,1,2024-08-05,-212.7,-3.32,1.44270072137629,-2.32,-3.27
S20240709225,11사단,전라권,36.703751,129.174331,병장,노래방,1,3,3,483.9,침상형,1,2024-09-12,-383.9,-8.1,1.3156363658284445,-8.1,-8.44
S20240709226,12사단,수도권,36.082848,127.227146,이병,체력단련실,0,1,2,332.1,침상형,1,2024-07-07,-232.1,-4.8,5.99,-4.8,-4.99
S20240709227,20사단,충청권,35.968234,126.624636,일병,PX,1,1,4,485.4,격리형,1,2024-07-16,-385.4,-7.64,8.879999999999999,-7.14,-7.88
S20240709228,14사단,전라권,36.620352,127.184265,일병,체력단련실,0,2,2,299.7,격리형,1,2024-07-14,-199.7,-3.99,0.47247950805815403,-3.99,-4.13
S20240709229,15사단,충청권,37.177648,126.600082,일병,독서실,1,1,5,180.4,침상형,2,2024-09-18,-80.4,0.49,1.14,1.49,0.86
S20240709230,23사단,강원권,36.468051,126.628324,병장,노래방,0,2,4,326.0,침상형,1,2024-07-25,-226.0,-3.65,0.10405261238172547,-3.15,-3.63
S20240709231,12사단,충청권,37.242824,127.420126,상병,노래방,0,2,4,189.2,격리형,2,2024-10-13,-89.19999999999999,-0.23,1.98,0.27,0.02
S20240709232,11사단,강원권,35.605826,126.804588,병장,상담실,0,6,3,362.6,격리형,1,2024-07-04,-262.6,-5.07,6.2,-5.07,-5.2
S20240709233,19사단,강원권,36.32009,128.207199,병장,PX,1,2,1,401.1,침상형,1,2024-12-04,-301.1,-7.03,0.45744555910720974,-7.03,-7.43
S20240709234,24사단,강원권,35.786013,128.587097,이병,체력단련실,1,2,6,139.2,침상형,1,2024-11-04,-39.19999999999999,2.02,-1.5499999999999998,2.52,2.55
S20240709235,11사단,충청권,38.18934,128.57353,이병,독서실,0,1,4,242.1,격리형,1,2024-08-25,-142.1,-1.55,2.39,-1.05,-1.39
S20240709236,23사단,강원권,35.556037,127.799753,이병,노래방,1,2,5,115.0,침상형,1,2024-07-06,-15.0,2.12,-1.6,2.62,2.6
S20240709237,25사단,충청권,37.611081,127.9074,이병,독서실,1,2,4,232.6,격리형,1,2024-11-06,-132.6,-1.32,2.14,-0.8200000000000001,-1.14
S20240709238,14사단,영남권,35.55839,127.811704,일병,체력단련실,1,4,5,111.2,침상형,2,2024-12-14,-11.200000000000005,2.22,-0.7000000000000002,2.72,2.7
S20240709239,12사단,전라권,35.535956,128.692278,병장,독서실,0,3,5,269.6,침상형,1,2024-11-06,-169.60000000000002,-1.74,1.1170746443379247,-1.24,-1.52
S20240709240,21사단,영남권,36.178172,127.582309,상병,PX,0,3,2,117.9,격리형,8,2024-10-23,-17.900000000000006,0.55,0.869296054022271,0.55,0.72
S20240709241,14사단,수도권,38.114706,127.810563,병장,체력단련실,1,5,3,300.1,격리형,4,2024-08-26,-200.1,-3.5,7.54,-3.5,-3.54
S20240709242,18사단,전라권,35.943405,128.305062,상병,노래방,0,2,3,495.4,침상형,1,2024-09-03,-395.4,-8.38,0.8369499384972952,-8.38,-8.74
S20240709243,18사단,영남권,37.565696,126.726421,병장,노래방,0,4,1,305.5,격리형,1,2024-09-03,-205.5,-4.64,5.88,-4.64,-4.88
S20240709244,25사단,강원권,36.429098,129.133841,병장,체력단련실,1,2,5,323.6,격리형,1,2024-10-11,-223.6,-3.09,1.0872323684741465,-2.59,-2.96
S20240709245,21사단,영남권,38.199505,129.355633,이병,노래방,0,2,5,263.5,침상형,2,2024-07-21,-163.5,-1.59,3.3600000000000003,-1.09,-1.36
S20240709246,22사단,충청권,37.120508,127.502894,상병,상담실,1,3,2,304.5,침상형,1,2024-12-05,-204.5,-4.11,0.8697316578103138,-4.11,-4.25
S20240709247,19사단,영남권,35.934048,128.458845,일병,노래방,0,1,5,158.4,격리형,3,2024-08-02,-58.400000000000006,1.04,1.56,1.54,1.44
S20240709248,23사단,영남권,35.637947,126.626608,일병,상담실,0,1,4,325.4,격리형,4,2024-12-23,-225.4,-3.64,0.4781464769052537,-2.64,-3.61
S20240709249,25사단,강원권,38.049394,128.449309,일병,노래방,1,2,3,158.2,침상형,2,2024-07-22,-58.19999999999999,0.05,1.75,0.05,0.25
S20240709250,21사단,수도권,35.943852,127.349593,상병,체력단련실,1,2,6,419.7,격리형,7,2024-12-29,-319.7,-4.99,0.023329010864587385,-3.99,-4.93
S20240709251,25사단,전라권,38.359778,127.165418,일병,노래방,0,2,5,145.5,침상형,1,2024-10-18,-45.5,1.36,-0.79,2.3600000000000003,1.79
S20240709252,22사단,영남권,37.740349,126.616353,상병,상담실,0,3,2,478.7,격리형,1,2024-07-04,-378.7,-8.47,9.9,-8.47,-8.9
S20240709253,15사단,수도권,35.817551,129.39045,상병,체력단련실,1,1,5,209.6,침상형,2,2024-12-30,-109.6,-0.24,1.92,0.76,0.08
S20240709254,17사단,전라권,37.491504,129.407671,상병,독서실,1,2,3,381.3,격리형,3,2024-12-19,-281.3,-5.53,0.558273741424951,-5.53,-5.7
S20240709255,13사단,충청권,37.62348,129.334959,병장,체력단련실,0,5,3,387.2,격리형,3,2024-11-17,-287.2,-5.68,1.1016806649526716,-5.68,-5.86
S20240709256,20사단,수도권,35.951194,128.382579,이병,독서실,0,2,3,248.6,격리형,1,2024-09-12,-148.6,-2.22,3.16,-2.22,-2.16
S20240709257,14사단,수도권,35.933824,129.39354,일병,상담실,1,1,2,461.5,침상형,1,2024-10-27,-361.5,-8.04,9.44,-8.04,-8.44
S20240709258,20사단,수도권,36.454183,127.929333,이병,체력단련실,1,1,2,275.0,침상형,1,2024-12-27,-175.0,-3.38,1.236491590707994,-3.38,-3.47
S20240709259,19사단,충청권,36.406219,129.459713,상병,상담실,0,1,2,319.9,격리형,1,2024-10-01,-219.9,-4.5,0.37975939960613625,-4.5,-4.66
S20240709260,20사단,전라권,37.630365,127.962205,일병,체력단련실,0,3,5,218.9,격리형,1,2024-09-03,-118.9,-0.47,1.17,0.03,-0.17
S20240709261,20사단,영남권,36.544988,127.156943,상병,체력단련실,1,3,3,317.0,격리형,9,2024-09-03,-217.0,-3.92,0.04176836982372806,-3.92,-3.99
S20240709262,24사단,충청권,35.875482,129.094755,일병,PX,0,2,4,347.9,격리형,1,2024-07-10,-247.9,-4.2,1.2603173720478997,-3.7,-4.21
S20240709263,22사단,충청권,38.157972,128.988865,일병,체력단련실,0,3,3,243.0,침상형,1,2024-11-23,-143.0,-2.08,0.7789342202052785,-2.08,-2.01
S20240709264,11사단,강원권,36.861663,128.578456,이병,체력단련실,1,1,1,199.9,침상형,1,2024-08-16,-99.9,-2.0,0.862737581159876,-2.0,-2.06
S20240709265,12사단,영남권,35.858996,127.63345,병장,상담실,0,4,5,302.5,격리형,2,2024-09-04,-202.5,-2.56,4.4,-1.56,-2.4
S20240709266,15사단,전라권,36.268995,127.876237,상병,상담실,1,4,3,411.1,격리형,7,2024-08-18,-311.1,-6.28,1.4149115047044236,-6.28,-6.5
S20240709267,13사단,강원권,37.851633,129.439442,상병,체력단련실,1,2,1,368.7,침상형,1,2024-07-22,-268.7,-6.22,0.1819809398075511,-6.22,-6.57
